county,state,# total covid cases,# covid cases per 100k,# covid deaths,population,# covid deaths per 100k,case_fatality_rate
San Juan County,Utah,4004,26156.258165665015,49,15307,320,0.012237761932123828
Allegheny County,Pennsylvania,271427,22320.473337746545,3323,1216044,273,0.012242702453240575
Sully County,South Dakota,245,17613.227893601725,3,1390,215,0.012244892961268178
Androscoggin County,Maine,23257,21479.169167967342,285,108276,263,0.012254374974182504
Chester County,Pennsylvania,94968,18089.521875696446,1164,524988,221,0.012256760158941159
New York County,New York,444837,27312.29577345451,5457,1628705,335,0.01226741480311498
Christian County,Missouri,20868,23554.376657824934,256,88594,288,0.012267586676885246
West Baton Rouge Parish,Louisiana,7335,27715.851124126206,90,26464,340,0.012269938483027423
Caldwell County,Texas,14339,32839.410040307805,176,43663,403,0.012274217084355834
Chenango County,New York,9858,20882.496239964414,121,47206,256,0.012274294864330546
Franklin County,Massachusetts,11403,16248.218865773726,140,70179,199,0.012277470733337976
Orleans Parish,Louisiana,90328,23152.477034120733,1109,390143,284,0.012277477623463956
Fulton County,Georgia,190683,17922.395780953197,2343,1063936,220,0.012287408939293273
Wayne County,Tennessee,5695,34157.020332273736,70,16672,419,0.01229148354185279
Mecosta County,Michigan,8784,20214.944882977008,108,43452,248,0.012295081827241783
Menominee County,Michigan,5693,24991.22036874451,70,22779,307,0.012295801645954651
Cass County,Missouri,24967,23602.76044620911,307,105779,290,0.012296230975703003
Chautauqua County,New York,24556,19350.21236692592,302,126902,237,0.012298419888017512
Campbell County,Wyoming,12113,26138.84033577178,149,46340,321,0.012300833713358923
Morris County,New Jersey,125971,25611.930587888462,1550,491844,315,0.012304419261334418
Sullivan County,Missouri,1706,28017.736902611265,21,6088,344,0.012309495175293367
Butler County,Ohio,93927,24515.443682889014,1157,383133,301,0.012318076791212242
St. Clair County,Illinois,64790,24949.361921705444,799,259685,307,0.012332150004117689
Shelby County,Indiana,14677,32813.16371928726,181,44728,404,0.01233222039700061
Dodge County,Wisconsin,27570,31386.969341636403,340,87838,387,0.012332245149320837
Carter County,Kentucky,8675,32373.02683136172,107,26796,399,0.012334293805944741
Prince George's County,Maryland,175354,19283.931962869243,2163,909326,237,0.012335047953092003
Harrison County,Mississippi,53859,25883.79469434833,665,208079,319,0.012347054322681345
Hampshire County,West Virginia,5906,25484.35814455232,73,23174,315,0.012360311338294763
Scioto County,Ohio,20777,27587.16838834745,257,75313,341,0.012369446925112158
Randolph County,North Carolina,35874,24970.24368852973,444,143666,309,0.012376651579481934
Hancock County,Mississippi,12277,25774.68928451461,152,47631,319,0.01238087470570274
Pinal County,Arizona,132748,28684.346430014542,1645,462788,355,0.012391900433609621
Wheeler County,Oregon,242,18168.16816816817,3,1331,225,0.012396689092277235
Bernalillo County,New Mexico,149543,22020.081841085754,1854,679120,273,0.012397771870032184
Orange County,Virginia,6928,18698.550646406304,86,37050,232,0.012413394739991415
Medina County,Ohio,40840,22720.950674841162,507,179745,282,0.012414299675773018
Douglas County,Nevada,7410,15151.824966772314,92,48904,188,0.012415654353364988
Osage County,Kansas,3946,24741.363094864882,49,15948,307,0.012417637799857125
Winchester city,Virginia,6440,22936.10656029632,80,28077,284,0.012422360055553415
Louisa County,Virginia,6842,18201.165172514695,85,37590,226,0.012423267868704065
Washington County,Maine,4585,14611.68297268874,57,31378,181,0.012431842695052504
De Witt County,Illinois,4424,28290.06266786034,55,15637,351,0.012432187784082555
Franklin County,Idaho,2331,16798.789276448544,29,13875,209,0.012441011907292495
Gibson County,Indiana,11631,34555.39380254909,145,33658,430,0.012466683754907715
Nance County,Nebraska,802,22790.565501562945,10,3518,284,0.012468826375458058
Steuben County,Indiana,9623,27816.962479042606,120,34593,346,0.012470123532472998
York County,Pennsylvania,120372,26805.446067100467,1502,449057,334,0.012477984903068833
Clark County,Illinois,4887,31649.504565766467,61,15440,395,0.012482095099609267
Hancock County,Indiana,20657,26426.414901238357,258,78167,330,0.012489712869779188
Prentiss County,Mississippi,8245,32814.61434370771,103,25125,409,0.012492419496756587
Jackson County,Mississippi,37055,25801.263081668607,463,143616,322,0.012494939920402268
Knox County,Kentucky,11523,36997.91298763846,144,31144,462,0.01249674553070602
Henderson County,North Carolina,25284,21533.508776412276,316,117416,269,0.012498022415369315
Meeker County,Minnesota,5998,25828.955301007663,75,23221,322,0.012504167847546384
Mackinac County,Michigan,2479,22955.82924344847,31,10798,287,0.012505041851349662
Childress County,Texas,2638,36107.309061045715,33,7305,451,0.012509476402218483
Catawba County,North Carolina,47959,30058.727303495434,600,159550,376,0.01251068618505247
Livingston Parish,Louisiana,37238,26449.509549751754,466,140788,330,0.012514098467924974
McDonald County,Missouri,5353,23440.03152778386,67,22836,293,0.01251634574040079
Webster County,Kentucky,3914,30242.62092412301,49,12941,378,0.012519161662770523
Bradley County,Tennessee,33143,30656.738507076127,415,108109,383,0.012521497714384645
Shawnee County,Kansas,48858,27622.897526501765,612,176874,346,0.012526096007765166
Clinton County,Iowa,11654,25100.691378233434,146,46428,314,0.012527887313129506
Kent County,Delaware,51836,28672.574203754713,650,180785,359,0.012539547780423745
Warren County,Missouri,8133,22814.104182445513,102,35648,286,0.012541497448155694
Daviess County,Kentucky,31176,30711.942548098235,391,101510,385,0.012541698702393833
Oxford County,Maine,11799,20351.875808538163,148,57974,255,0.012543435778087671
Austin County,Texas,5818,19372.66915290357,73,30031,243,0.01254726688643405
Beckham County,Oklahoma,5975,27334.27878676975,75,21858,343,0.012552301045149773
Assumption Parish,Louisiana,5575,25467.086930702117,70,21890,319,0.0125560535864385
Buchanan County,Iowa,4619,21813.459268004724,58,21174,273,0.012556830210936778
Tolland County,Connecticut,21898,14528.831416989007,275,150720,182,0.012558224438038978
Poquoson city,Virginia,2388,19460.516665308453,30,12270,244,0.012562813544270789
Lawrence County,South Dakota,6605,25557.189289583657,83,25843,321,0.012566237508459688
Choctaw County,Oklahoma,4056,27644.492911668487,51,14671,347,0.01257396418703244
Madison County,Iowa,3181,19469.94736197821,40,16337,244,0.012574661660651944
Fulton County,New York,13428,25154.075267407225,169,53382,316,0.012585641848483453
Lincoln County,Washington,2224,20330.926044428194,28,10938,255,0.012589927491460094
Ritchie County,West Virginia,2462,25769.311283232153,31,9553,324,0.012591388603111753
Orange County,California,557164,17544.64853644497,7017,3175691,220,0.012594137450984965
Morton County,North Dakota,11274,35945.67019512817,142,31363,452,0.012595352025941529
Belknap County,New Hampshire,14123,23038.024240249255,178,61302,290,0.012603554396349541
Cottonwood County,Minnesota,3253,29055.019649874954,41,11195,366,0.012603749996810635
Wayne County,West Virginia,9915,25163.69727425004,125,39401,317,0.012607160740220266
Harrison County,West Virginia,20062,29829.308909242296,253,67255,376,0.012610906127948827
Sevier County,Arkansas,5943,34944.434644558125,75,17006,441,0.012619888732628492
Jefferson County,Kansas,4832,25374.1532321588,61,19042,320,0.012624171924168627
Jasper County,Iowa,8707,23415.355654161624,110,37184,295,0.012633513120092879
Washington County,Pennsylvania,51747,25014.86476687695,654,206864,316,0.012638413796667606
Benton County,Iowa,6089,23743.41976993566,77,25644,300,0.01264575443183192
Benton County,Arkansas,67110,24041.61337818522,849,279140,304,0.012650871684322945
Lincoln County,New Mexico,5296,27059.063968935214,67,19571,342,0.01265105716293321
Archer County,Texas,2213,25873.962352390976,28,8552,327,0.01265250733608191
Monmouth County,New Jersey,172251,27836.520980292342,2180,618794,352,0.012655949740404439
Camas County,Idaho,158,14285.714285714284,2,1105,180,0.012658219836569723
Stephens County,Oklahoma,11372,26358.85311638041,144,43142,333,0.012662680155973619
Cook County,Illinois,1193914,23181.747311238152,15120,5150232,293,0.012664228745733424
Shawano County,Wisconsin,11994,29325.90038876256,152,40898,371,0.012673003062589604
Allegan County,Michigan,27448,23245.060593999035,348,118080,294,0.012678519335913293
Randolph County,Illinois,10567,33248.37958592914,134,31781,421,0.012680987861446127
Moultrie County,Illinois,4100,28273.91214399007,52,14500,358,0.012682926519928622
Lake County,California,10794,16764.514024787997,137,64385,212,0.012692236310058957
Butte County,California,33386,15231.81225078244,424,219185,193,0.012699934066075799
McDowell County,North Carolina,13855,30280.181834076404,176,45755,384,0.012702995216867592
Pulaski County,Illinois,1730,32427.366447985005,22,5334,412,0.012716762270707383
Clark County,Indiana,31060,26254.83930956366,395,118301,333,0.012717321272642237
Gallatin County,Illinois,1415,29308.202154101076,18,4827,372,0.012720847157537303
Murray County,Oklahoma,4166,29602.785475733675,53,14072,376,0.012722035220306403
Mercer County,Illinois,4087,26475.351428386344,52,15436,336,0.012723268590083959
Lincoln County,Nevada,550,10611.614894848542,7,5182,135,0.012727270413223562
Greenwood County,Kansas,1807,30207.288532263457,23,5981,384,0.012728278210941992
Sumter County,Florida,22305,16844.132306298143,284,132419,214,0.01273257111529894
Calvert County,Maryland,11466,12392.326398270738,146,92524,157,0.0127332983365315
Washington County,Illinois,3455,24879.38359616908,44,13886,316,0.012735166056869288
Johnson County,Arkansas,6830,25697.94566935059,87,26577,327,0.012737920750542888
Clay County,Indiana,6826,26028.598665395617,87,26224,331,0.012745385104814164
Lewis County,Missouri,2745,28078.968903436988,35,9775,358,0.012750454908908745
Crook County,Oregon,6036,24733.6502212752,77,24403,315,0.012756792366521
Goochland County,Virginia,4153,17484.10727066055,53,23752,223,0.012761858589890233
Washington County,Tennessee,38629,29858.16425120773,493,129374,381,0.012762432336424883
Bradford County,Pennsylvania,16219,26886.92538501069,207,60322,343,0.012762808972422412
Jefferson County,Alabama,185930,28232.25367575045,2373,658572,360,0.012762867739061545
Harvey County,Kansas,9636,27988.033343983272,123,34428,357,0.01276463249517816
Fairfield County,Connecticut,214106,22696.78119686388,2733,943331,289,0.01276470532691064
Harrison County,Indiana,10806,26671.603109959273,138,40514,340,0.012770682835733085
Neosho County,Kansas,5168,32285.87492971825,66,16006,412,0.012770897585702446
Hanover County,Virginia,22386,20772.785479650352,286,107765,265,0.012775841987064048
Sandoval County,New Mexico,34112,23245.291247580888,436,146747,297,0.012781425853712988
Custer County,South Dakota,2034,22670.530539456086,26,8971,289,0.012782693570172391
Yellowstone County,Montana,43099,26719.776813391196,551,161299,341,0.012784519332735054
Shiawassee County,Michigan,18142,26631.63148468923,232,68121,340,0.012788005662065892
Wallowa County,Oregon,1251,17355.71587125416,16,7207,222,0.012789767163088156
Boise County,Idaho,1094,13970.11875877921,14,7830,178,0.012797073784545358
Winneshiek County,Iowa,3906,19538.79245660547,50,19990,250,0.012800818924710217
Oakland County,Michigan,300744,23914.426392193287,3851,1257583,306,0.012804910484397058
Marshall County,Illinois,2809,24558.489246371744,36,11437,314,0.01281594827995912
Christian County,Kentucky,16376,23241.22564255404,210,70460,298,0.012823644279288934
Wayne County,North Carolina,31560,25631.238274683063,405,123130,328,0.012832699579110584
Dubois County,Indiana,12857,30084.706102583303,165,42735,386,0.012833475827693274
Orleans County,New York,9116,22591.19746233148,117,40351,289,0.012834576427878715
Carroll County,Kentucky,3504,32960.210704543315,45,10630,423,0.012842465386915941
Portage County,Ohio,35026,21558.972338827818,450,162465,276,0.012847598889831557
Union County,Mississippi,9487,32923.82439701544,122,28814,423,0.01285970261558235
Cape Girardeau County,Missouri,18740,23760.317480442747,241,78870,305,0.012860192033830351
Essex County,Massachusetts,214332,27163.848452664904,2758,789033,349,0.012867887197027094
Calcasieu Parish,Louisiana,54862,26967.69499990169,706,203435,347,0.012868652231291874
Worcester County,Massachusetts,201669,24279.275049300406,2596,830621,312,0.012872578327421379
Burke County,North Carolina,25399,28069.845830800685,327,90484,361,0.012874522568311656
Adams County,Wisconsin,4738,23432.245301681505,61,20219,301,0.012874630374110798
San Bernardino County,California,572076,26240.995190554495,7367,2180084,337,0.01287765960940895
Lenawee County,Michigan,25145,25540.624269941392,324,98450,329,0.012885265409086237
Marion County,Kansas,3337,28079.771120834735,43,11883,361,0.012885825205698974
Ashley County,Arkansas,5115,26021.264689423617,66,19656,335,0.012903225554189138
Gaston County,North Carolina,65857,29331.177709783595,850,224528,378,0.012906752489626383
Wadena County,Minnesota,4261,31143.107732787605,55,13681,402,0.01290776782661892
Magoffin County,Kentucky,3950,32480.88150645506,51,12160,419,0.012911392078192604
Union County,South Dakota,4026,25269.897062515694,52,15931,326,0.012916045382115117
Parker County,Texas,34819,24369.742017665423,450,142877,314,0.012923978250598874
Pulaski County,Missouri,8818,16762.027867013894,114,52606,216,0.012928101463732123
Cass County,Michigan,11215,21656.014057582015,145,51786,279,0.012929112680079246
Kingfisher County,Oklahoma,4175,26482.714874722486,54,15764,342,0.012934131426727391
Scott County,Tennessee,9040,40964.29218778322,117,22067,530,0.012942477732937194
Kankakee County,Illinois,29350,26715.333782381535,380,109861,345,0.012947189052990837
Madison County,Illinois,71577,27219.108173680248,927,262965,352,0.012951087621790395
Culpeper County,Virginia,11497,21855.336945157305,149,52604,283,0.012959902470558386
Hampden County,Massachusetts,139047,29814.611511840336,1804,466371,386,0.012974030354503131
Fremont County,Idaho,2158,16474.54004122452,28,13098,213,0.01297497622914846
Cobb County,Georgia,140096,18430.264911378286,1819,760140,239,0.012983953850942243
Genesee County,New York,14395,25130.935754189944,187,57279,326,0.012990621653417009
Caroline County,Maryland,6157,18430.82081063282,80,33405,239,0.012993340701748566
Itasca County,Minnesota,11229,24881.453578550856,146,45129,323,0.013002048152087914
Montezuma County,Colorado,6229,23790.245579192604,81,26182,309,0.013003692197725281
Union County,Pennsylvania,11842,26360.6615764753,154,44922,342,0.013004559930716435
Clay County,Missouri,26987,10797.045785523389,351,249947,140,0.013006262226233882
Jasper County,Illinois,2691,28002.08116545265,35,9609,364,0.013006316870816912
Pickaway County,Ohio,17679,30242.742528696304,230,58456,393,0.01300978554776975
Cleveland County,North Carolina,29743,30366.422657151317,387,97946,395,0.01301146483874705
Klickitat County,Washington,3612,16107.023411371238,47,22424,209,0.013012181256584128
Herkimer County,New York,14827,24180.107307686034,193,61318,314,0.013016793599401137
